Student_ID,Full_Name,Gender,Date_of_Birth,Age_at_Graduation,Nationality,State_of_Origin,Admission_Year,Graduation_Year,Graduation_Date,Department,Faculty,Program,Final_CGPA,Class_of_Degree,Graduation_Status,Honors_or_Awards
YCT05906,Seun Balogun,Male,1997-05-13,25,Nigerian,Lagos,2020,2022,2022-02-24,ND Architecture,Environmental Design,ND Architecture,3.4,Upper Credit,Graduated,Dean's List
YCT05907,David Osho,Male,2001-11-02,20,Nigerian,Nasarawa,2019,2021,2021-01-05,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.71,Fail,Fail out,
YCT05908,Tobiloba Bello,Male,1999-08-26,21,Nigerian,Katsina,2018,2020,2020-12-17,ND Architecture,Environmental Design,ND Architecture,1.32,Fail,Fail out,
YCT05909,John Balogun,Male,2002-02-25,22,Nigerian,Ekiti,2022,2024,2024-04-07,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.08,Pass,Graduated,
YCT05910,John Ibrahim,Male,1997-07-24,27,Nigerian,FCT,2022,2024,2024-09-02,HND Accountancy,Management Sciences,HND Accountancy,3.98,Distinction,Graduated,Gold Medalist
YCT05911,Ugochi Okoro,Female,2003-03-07,18,Nigerian,Ondo,2019,2021,2021-11-25,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,0.28,Fail,Fail out,
YCT05912,Ifeoma Ali,Female,2002-03-04,22,Nigerian,Adamawa,2022,2024,2024-01-26,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.26,Pass,Graduated,
YCT05913,Tobiloba Olawale,Male,2000-07-08,25,Nigerian,Borno,2023,2025,2025-01-11,HND Business Administration,Management Sciences,HND Business Administration,1.45,Fail,Fail out,
YCT05914,Chibuzor Abubakar,Male,1999-07-05,23,Nigerian,Bauchi,2020,2022,2022-01-21,ND Accountancy,Management Sciences,ND Accountancy,1.38,Fail,Fail out,
YCT05915,Ifeoma Balogun,Female,2001-11-06,19,Nigerian,Zamfara,2018,2020,2020-09-12,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.16,Pass,Graduated,
YCT05916,Chukwuemeka Kolawole,Male,1996-02-24,26,Nigerian,Enugu,2020,2022,2022-05-02,ND Computer Science,Science,ND Computer Science,2.37,Pass,Graduated,
YCT05917,Abike Kolawole,Female,1995-10-28,25,Nigerian,Kwara,2018,2020,2020-12-14,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.42,Fail,Fail out,
YCT05918,David Osagie,Male,2000-08-15,23,Nigerian,Abia,2021,2023,2023-03-06,HND Architecture,Environmental Design,HND Architecture,3.83,Distinction,Graduated,Best Graduating Student
YCT05919,Ifeoma Oyedepo,Female,2004-12-25,19,Nigerian,Kaduna,2021,2023,2023-12-22,ND Accountancy,Management Sciences,ND Accountancy,3.01,Upper Credit,Graduated,
YCT05920,Michael Bello,Male,1999-01-08,24,Nigerian,Bayelsa,2021,2023,2023-01-12,HND Architecture,Environmental Design,HND Architecture,3.35,Upper Credit,Graduated,Dean's List
YCT05921,Emeka Bello,Male,2003-11-05,18,Nigerian,Edo,2019,2021,2021-08-20,ND Accountancy,Management Sciences,ND Accountancy,3.47,Upper Credit,Graduated,Dean's List
YCT05922,Chinedu Osho,Male,2003-04-28,20,Nigerian,Lagos,2021,2023,2023-08-23,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.5,Fail,Fail out,
YCT05923,Folashade Abimbola,Female,2007-12-13,18,Nigerian,Imo,2023,2025,2025-07-07,ND Business Administration,Management Sciences,ND Business Administration,3.02,Upper Credit,Graduated,
YCT05924,Femi Okonkwo,Male,1992-04-07,27,Nigerian,Enugu,2017,2019,2019-02-27,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.89,Fail,Fail out,
YCT05925,Ifeoma Ibe,Female,1998-04-08,27,Nigerian,Anambra,2023,2025,2025-06-09,HND Computer Science,Science,HND Computer Science,1.88,Fail,Fail out,
YCT05926,Ifeanyi Jimoh,Male,1999-07-08,22,Nigerian,Ogun,2019,2021,2021-08-04,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.96,Fail,Fail out,
YCT05927,Fatima Saleh,Female,1995-12-19,25,Nigerian,Rivers,2018,2020,2020-07-25,HND Computer Science,Science,HND Computer Science,1.48,Fail,Fail out,
YCT05928,David Abimbola,Male,1999-11-16,24,Nigerian,Ondo,2021,2023,2023-01-25,ND Architecture,Environmental Design,ND Architecture,2.94,Lower Credit,Graduated,
YCT05929,Chukwuemeka Osagie,Male,1994-07-01,26,Nigerian,Kogi,2018,2020,2020-04-11,ND Accountancy,Management Sciences,ND Accountancy,2.99,Lower Credit,Graduated,
YCT05930,Chiamaka Balogun,Female,1999-02-01,22,Nigerian,Katsina,2019,2021,2021-06-12,ND Accountancy,Management Sciences,ND Accountancy,0.29,Fail,Fail out,
YCT05931,John Abubakar,Male,1998-07-22,24,Nigerian,Ogun,2020,2022,2022-05-20,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.69,Lower Credit,Graduated,
YCT05932,David Adeoye,Male,2001-04-17,24,Nigerian,Kano,2023,2025,2025-06-17,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.12,Pass,Graduated,
YCT05933,Sulaiman Oladele,Male,2001-04-12,18,Nigerian,Ondo,2017,2019,2019-09-24,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.68,Lower Credit,Graduated,
YCT05934,Ngozi Abimbola,Female,1997-07-13,27,Nigerian,Plateau,2022,2024,2024-07-24,ND Business Administration,Management Sciences,ND Business Administration,2.99,Lower Credit,Graduated,
YCT05935,Abike Ogunbiyi,Female,2003-11-18,22,Nigerian,Sokoto,2023,2025,2025-08-07,ND Architecture,Environmental Design,ND Architecture,3.69,Distinction,Graduated,Dean's List
YCT05936,Christy Osagie,Female,2003-03-10,21,Nigerian,Niger,2022,2024,2024-02-24,ND Computer Science,Science,ND Computer Science,3.62,Distinction,Withheld,Dean's List
YCT05937,Chibuzor Bello,Male,1999-09-22,22,Nigerian,Gombe,2019,2021,2021-03-05,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.14,Fail,Fail out,
YCT05938,Chukwuemeka Oloruntoba,Male,1996-04-26,25,Nigerian,Akwa Ibom,2019,2021,2021-06-26,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.35,Fail,Fail out,
YCT05939,Tobiloba Nwachukwu,Male,1996-03-25,26,Nigerian,FCT,2020,2022,2022-07-13,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.29,Fail,Fail out,
YCT05940,Ifeoma Onyeka,Female,2003-11-07,21,Nigerian,Ekiti,2022,2024,2024-03-11,HND Architecture,Environmental Design,HND Architecture,2.46,Pass,Graduated,
YCT05941,Rasheedat Adebayo,Female,2000-06-12,24,Nigerian,Zamfara,2022,2024,2024-08-02,ND Accountancy,Management Sciences,ND Accountancy,1.92,Fail,Fail out,
YCT05942,Chibuzor Ogunleye,Male,2002-01-18,20,Nigerian,Ondo,2020,2022,2022-03-17,ND Accountancy,Management Sciences,ND Accountancy,3.51,Distinction,Graduated,Dean's List
YCT05943,Tunde Eze,Male,1993-07-09,27,Nigerian,Yobe,2018,2020,2020-02-09,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.39,Upper Credit,Graduated,
YCT05944,David Abimbola,Male,2001-11-21,21,Nigerian,Enugu,2020,2022,2022-05-03,ND Computer Science,Science,ND Computer Science,1.1,Fail,Fail out,
YCT05945,Chinelo Okonkwo,Female,2003-02-14,21,Nigerian,Bayelsa,2022,2024,2024-11-24,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.87,Fail,Fail out,
YCT05946,Folashade Osho,Female,1996-01-02,26,Nigerian,Kogi,2020,2022,2022-08-25,HND Accountancy,Management Sciences,HND Accountancy,3.69,Distinction,Graduated,Dean's List
YCT05947,Hadiza Ali,Female,2004-09-20,19,Nigerian,Jigawa,2021,2023,2023-08-15,HND Architecture,Environmental Design,HND Architecture,1.77,Fail,Fail out,
YCT05948,Oluseyi Onyeka,Male,2001-03-12,23,Nigerian,Adamawa,2022,2024,2024-09-12,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.6,Lower Credit,Graduated,
YCT05949,Seun Utomi,Male,2002-08-25,18,Nigerian,Jigawa,2018,2020,2020-03-12,HND Accountancy,Management Sciences,HND Accountancy,2.66,Lower Credit,Graduated,
YCT05950,Chibuzor Ogunlana,Male,1997-04-14,24,Nigerian,Jigawa,2019,2021,2021-06-21,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.96,Distinction,Graduated,Gold Medalist
YCT05951,Seun Ogunbiyi,Male,1998-09-04,21,Nigerian,Zamfara,2017,2019,2019-07-17,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.0,Fail,Fail out,
YCT05952,Seun Oloruntoba,Male,2002-03-02,18,Nigerian,Kano,2018,2020,2020-09-13,ND Accountancy,Management Sciences,ND Accountancy,2.21,Pass,Graduated,
YCT05953,Tunde Osagie,Male,1995-08-20,26,Nigerian,Nasarawa,2019,2021,2021-04-14,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.73,Lower Credit,Graduated,
YCT05954,Esther Ibe,Female,1995-12-26,24,Nigerian,Yobe,2017,2019,2019-12-07,HND Accountancy,Management Sciences,HND Accountancy,0.65,Fail,Fail out,
YCT05955,Ifeoma Ahmed,Female,2005-01-04,19,Nigerian,Lagos,2022,2024,2024-06-16,ND Business Administration,Management Sciences,ND Business Administration,0.03,Fail,Fail out,
YCT05956,Chibuzor Okechukwu,Male,2003-06-10,18,Nigerian,Enugu,2019,2021,2021-01-22,ND Business Administration,Management Sciences,ND Business Administration,1.95,Fail,Fail out,
YCT05957,Abike Balogun,Female,1993-10-13,27,Nigerian,Katsina,2018,2020,2020-05-12,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.82,Fail,Fail out,
YCT05958,Patrick Olatunji,Male,1999-04-25,23,Nigerian,Jigawa,2020,2022,2022-07-12,HND Accountancy,Management Sciences,HND Accountancy,0.04,Fail,Fail out,
YCT05959,Esther Olatunji,Female,2000-11-19,24,Nigerian,Imo,2022,2024,2024-05-08,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.23,Fail,Fail out,
YCT05960,Uche Ebong,Male,1995-02-20,25,Nigerian,Kogi,2018,2020,2020-01-19,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.79,Fail,Fail out,
YCT05961,Tunde Ogunlana,Male,2004-07-06,20,Nigerian,Oyo,2022,2024,2024-04-18,HND Computer Science,Science,HND Computer Science,1.97,Fail,Fail out,
YCT05962,Tobiloba Utomi,Male,1997-02-13,23,Nigerian,Ondo,2018,2020,2020-07-09,ND Computer Science,Science,ND Computer Science,2.37,Pass,Graduated,
YCT05963,Folashade Okechukwu,Female,2003-02-16,19,Nigerian,Kano,2020,2022,2022-10-09,ND Business Administration,Management Sciences,ND Business Administration,3.45,Upper Credit,Graduated,Dean's List
YCT05964,Sulaiman Jimoh,Male,2002-07-17,18,Nigerian,Ogun,2018,2020,2020-10-15,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.65,Distinction,Graduated,Dean's List
YCT05965,Chukwuemeka Ebong,Male,1994-05-10,27,Nigerian,Kano,2019,2021,2021-05-22,HND Architecture,Environmental Design,HND Architecture,0.61,Fail,Fail out,
YCT05966,Ngozi Osagie,Female,1997-12-16,22,Nigerian,Zamfara,2017,2019,2019-07-24,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.79,Distinction,Graduated,Dean's List
YCT05967,Ifeanyi Abimbola,Male,1996-11-05,24,Nigerian,Ogun,2018,2020,2020-12-08,HND Accountancy,Management Sciences,HND Accountancy,3.76,Distinction,Graduated,Dean's List
YCT05968,Tobiloba Abubakar,Male,2002-03-22,22,Nigerian,Ebonyi,2022,2024,2024-12-15,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.56,Lower Credit,Graduated,
YCT05969,Hadiza Abubakar,Female,1998-03-11,26,Nigerian,Adamawa,2022,2024,2024-07-18,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.81,Lower Credit,Graduated,
YCT05970,Patrick Adebayo,Male,1996-06-04,26,Nigerian,FCT,2020,2022,2022-06-01,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.07,Upper Credit,Graduated,
YCT05971,Abike Ali,Female,1994-01-21,26,Nigerian,Benue,2018,2020,2020-06-21,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.34,Fail,Fail out,
YCT05972,Hadiza Jimoh,Female,2005-04-22,19,Nigerian,Ebonyi,2022,2024,2024-04-25,ND Architecture,Environmental Design,ND Architecture,0.31,Fail,Fail out,
YCT05973,Ugochi Ibe,Female,1995-06-08,27,Nigerian,Kwara,2020,2022,2022-07-05,HND Business Administration,Management Sciences,HND Business Administration,1.33,Fail,Fail out,
YCT05974,Samuel Echendu,Male,1994-02-01,27,Nigerian,Oyo,2019,2021,2021-01-20,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.17,Fail,Fail out,
YCT05975,Tunde Ogunbiyi,Male,1993-12-05,26,Nigerian,Ondo,2017,2019,2019-10-04,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,0.12,Fail,Fail out,
YCT05976,Tolulope Ogunlana,Female,2004-06-18,20,Nigerian,Ebonyi,2022,2024,2024-06-11,ND Architecture,Environmental Design,ND Architecture,1.99,Fail,Fail out,
YCT05977,Ọláchukwu Sani,Female,2003-04-27,19,Nigerian,Anambra,2020,2022,2022-09-08,HND Business Administration,Management Sciences,HND Business Administration,0.52,Fail,Fail out,
YCT05978,Chibuzor Bello,Male,1999-01-16,22,Nigerian,Borno,2019,2021,2021-07-14,ND Accountancy,Management Sciences,ND Accountancy,0.64,Fail,Fail out,
YCT05979,John Okonkwo,Male,1994-01-02,27,Nigerian,Cross River,2019,2021,2021-01-18,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.49,Upper Credit,Graduated,Dean's List
YCT05980,Mercy Bello,Female,1999-07-14,23,Nigerian,Kogi,2020,2022,2022-04-18,HND Business Administration,Management Sciences,HND Business Administration,3.14,Upper Credit,Graduated,
YCT05981,Michael Adedeji,Male,1998-06-20,27,Nigerian,Benue,2023,2025,2025-04-27,ND Architecture,Environmental Design,ND Architecture,2.69,Lower Credit,Graduated,
YCT05982,Tobiloba Olawale,Male,2002-01-17,20,Nigerian,Bayelsa,2020,2022,2022-07-10,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.52,Fail,Fail out,
YCT05983,Tunde Oyedepo,Male,1998-09-12,21,Nigerian,Osun,2017,2019,2019-02-13,HND Computer Science,Science,HND Computer Science,3.21,Upper Credit,Graduated,
YCT05984,Abike Nwachukwu,Female,1999-10-03,23,Nigerian,Kano,2020,2022,2022-07-02,HND Business Administration,Management Sciences,HND Business Administration,3.33,Upper Credit,Graduated,
YCT05985,Oluseyi Adebayo,Male,1998-11-20,23,Nigerian,Gombe,2019,2021,2021-09-22,HND Accountancy,Management Sciences,HND Accountancy,1.67,Fail,Fail out,
YCT05986,Chinelo Ibrahim,Female,2001-03-04,18,Nigerian,Rivers,2017,2019,2019-05-07,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.35,Upper Credit,Graduated,
YCT05987,Patrick Ogunlana,Male,2000-08-22,20,Nigerian,Cross River,2018,2020,2020-11-02,ND Computer Science,Science,ND Computer Science,2.99,Lower Credit,Graduated,
YCT05988,Yetunde Jimoh,Female,1996-09-05,23,Nigerian,Kwara,2017,2019,2019-09-28,ND Accountancy,Management Sciences,ND Accountancy,0.83,Fail,Fail out,
YCT05989,Ugochi Utomi,Female,1996-02-22,24,Nigerian,Kogi,2018,2020,2020-04-12,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.59,Distinction,Graduated,Dean's List
YCT05990,Oluseyi Balogun,Male,2005-03-22,18,Nigerian,Rivers,2021,2023,2023-04-17,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.58,Fail,Fail out,
YCT05991,Samuel Ahmed,Male,1998-09-06,24,Nigerian,Akwa Ibom,2020,2022,2022-07-27,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.86,Fail,Fail out,
YCT05992,Ifeoma Ogunbiyi,Female,1996-09-03,27,Nigerian,Ondo,2021,2023,2023-09-14,ND Computer Science,Science,ND Computer Science,1.53,Fail,Fail out,
YCT05993,Ọláchukwu Oyedepo,Female,2000-01-14,19,Nigerian,Rivers,2017,2019,2019-03-21,ND Computer Science,Science,ND Computer Science,1.15,Fail,Fail out,
YCT05994,Sulaiman Ibe,Male,1997-03-07,22,Nigerian,Lagos,2017,2019,2019-03-28,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.2,Fail,Fail out,
YCT05995,Ọláchukwu Lawal,Female,1995-09-26,27,Nigerian,Taraba,2020,2022,2022-03-05,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.24,Fail,Fail out,
YCT05996,David Oladele,Male,1998-11-01,22,Nigerian,Yobe,2018,2020,2020-12-23,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.88,Lower Credit,Graduated,
YCT05997,Michael Enahoro,Male,1996-06-24,25,Nigerian,Edo,2019,2021,2021-03-24,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.52,Fail,Fail out,
YCT05998,Tobiloba Okafor,Male,1999-05-08,23,Nigerian,Sokoto,2020,2022,2022-11-03,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.22,Fail,Fail out,
YCT05999,John Abubakar,Male,1998-07-26,23,Nigerian,Bauchi,2019,2021,2021-09-07,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.25,Fail,Fail out,
YCT06000,Chibuzor Yakubu,Male,1998-04-15,21,Nigerian,Kano,2017,2019,2019-07-22,HND Accountancy,Management Sciences,HND Accountancy,2.31,Pass,Graduated,
YCT06001,Temitope Enahoro,Male,2002-01-26,19,Nigerian,Jigawa,2019,2021,2021-03-14,ND Business Administration,Management Sciences,ND Business Administration,1.65,Fail,Fail out,
YCT06002,Fatima Ogunleye,Female,2003-01-04,19,Nigerian,Katsina,2020,2022,2022-07-12,HND Computer Science,Science,HND Computer Science,0.39,Fail,Fail out,
YCT06003,Chinedu Okafor,Male,2003-02-20,18,Nigerian,Yobe,2019,2021,2021-01-12,HND Computer Science,Science,HND Computer Science,3.95,Distinction,Graduated,Best Graduating Student
YCT06004,Folashade Okonkwo,Female,2005-12-24,18,Nigerian,Niger,2021,2023,2023-08-19,HND Computer Science,Science,HND Computer Science,3.74,Distinction,Graduated,Dean's List
YCT06005,Michael Adebayo,Male,2005-08-28,18,Nigerian,Ebonyi,2021,2023,2023-08-06,ND Business Administration,Management Sciences,ND Business Administration,1.06,Fail,Fail out,
YCT06006,Ifeoma Ogunbiyi,Female,1996-06-12,27,Nigerian,Kano,2021,2023,2023-06-02,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.98,Lower Credit,Graduated,
YCT06007,Chibuzor Ali,Male,1997-04-18,26,Nigerian,Imo,2021,2023,2023-02-22,ND Computer Science,Science,ND Computer Science,3.93,Distinction,Graduated,Best Graduating Student
YCT06008,Ugochi Ibrahim,Female,2004-09-02,20,Nigerian,Cross River,2022,2024,2024-03-17,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.1,Pass,Graduated,
YCT06009,Folashade Lawal,Female,1998-11-27,24,Nigerian,Nasarawa,2020,2022,2022-06-10,ND Computer Science,Science,ND Computer Science,0.32,Fail,Fail out,
YCT06010,Christy Oladele,Female,2003-09-27,20,Nigerian,Niger,2021,2023,2023-10-06,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.16,Upper Credit,Graduated,
YCT06011,Emeka Adedeji,Male,2001-08-02,22,Nigerian,Kano,2021,2023,2023-03-12,HND Architecture,Environmental Design,HND Architecture,2.5,Lower Credit,Graduated,
YCT06012,Emeka Jimoh,Male,1999-09-27,21,Nigerian,Edo,2018,2020,2020-03-12,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.16,Fail,Fail out,
YCT06013,Sulaiman Osho,Male,1999-11-19,22,Nigerian,Ondo,2019,2021,2021-03-08,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.26,Fail,Fail out,
YCT06014,Amaka Adebayo,Female,2005-03-09,19,Nigerian,Abia,2022,2024,2024-10-24,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.99,Lower Credit,Graduated,
YCT06015,Abike Eze,Female,2001-08-27,20,Nigerian,Kogi,2019,2021,2021-02-11,ND Architecture,Environmental Design,ND Architecture,0.91,Fail,Fail out,
YCT06016,Samuel Utomi,Male,2001-06-07,24,Nigerian,Anambra,2023,2025,2025-07-08,HND Business Administration,Management Sciences,HND Business Administration,3.78,Distinction,Graduated,Dean's List
YCT06017,Chukwuemeka Abubakar,Male,2000-04-13,22,Nigerian,Sokoto,2020,2022,2022-08-24,HND Computer Science,Science,HND Computer Science,3.11,Upper Credit,Graduated,
